order_id,late,est_delivery_days,n_items,freight_ratio,max_installments,payment_type,seller_state,customer_state,cross_state,category,actual_delivery_days
6cdc131d3c28253cd03cd0fbc3d5f938,false,20,1,0.14606580829756796,2,credit_card,SP,SP,false,cama_mesa_banho,8
daf946e879dab6e7e6b3f968297c3fe3,false,14,1,0.15877551020408165,5,credit_card,SP,SP,false,relogios_presentes,6
d10eafa208521dc30796e6a26099b6a6,false,25,1,0.4543123543123543,1,credit_card,SP,GO,true,cama_mesa_banho,11
a8f5a2b22f55e0af45b300929d1fdc7d,false,22,1,0.5868622874291431,1,credit_card,PR,SP,true,moveis_cozinha_area_de_servico_jantar_e_jardim,4
3a6d41a4fe7a8e841b7c8e4b77d4e301,false,24,1,0.280237080940915,6,credit_card,SP,ES,true,perfumaria,12
0330631bdb2ec8c341f487ed9c22fc8b,false,32,1,0.2786492374727669,1,boleto,SP,SP,false,cama_mesa_banho,13
2904d3ae0064e840ffb4798ba4a12ae3,false,23,1,0.22437395659432388,1,boleto,SP,SP,false,ferramentas_jardim,13
f3b96845efd71daecf6b331fb3a9f537,false,22,1,0.2742857142857143,1,boleto,SP,SP,false,ferramentas_jardim,13
19c0c76962278b152cc44fc63ffd5e48,false,30,1,0.49033118470771275,1,credit_card,SP,BA,true,moveis_decoracao,29
77b062be7c5bd21712905feb8e1cfeed,true,23,2,0.316434595018631,8,credit_card,SP,RJ,true,cama_mesa_banho,23
a9119eb77d6200811953803a7b6539e1,false,17,1,0.499344262295082,1,credit_card,SP,PR,true,brinquedos,10
72bd19ef4fa285334b95bda01a3718c7,false,16,1,0.37911111111111107,6,credit_card,DF,SP,true,esporte_lazer,7
4ca8a781d1f4b13e966bf35cdc333f56,false,24,1,0.1518353726362625,1,boleto,SP,SP,false,cama_mesa_banho,12
d4668cd8ef48b78df597195703c95da2,false,22,1,0.3363028953229399,2,credit_card,SC,RS,true,artes,11
997fd4b37386d10b57d4ac8cdec011a6,false,39,1,0.5789078907890789,6,credit_card,SP,MA,true,moveis_escritorio,31
47cb08d5bac6105ae32587814fca96ca,false,25,1,0.4029722777936553,1,credit_card,SP,SC,true,informatica_acessorios,16
42cebac003b40e6aa0b3e37b99d83c2f,false,13,1,0.10012820512820512,1,boleto,SP,SP,false,relogios_presentes,5
1bae3477022e0394ab9af1d25a242fd0,false,31,1,0.22531645569620254,4,credit_card,SP,MG,true,papelaria,12
2dd604f5ec1bd2f58c14e9908c7df826,false,22,1,0.19423368740515934,1,voucher,SP,SP,false,fashion_roupa_feminina,10
a74869096437cef33d04006e8480e0db,false,11,1,0.8446601941747572,1,credit_card,SP,SP,false,esporte_lazer,5
04a92860751dfe7ae41f71e1228ffd18,false,29,1,0.09299649824912457,4,credit_card,SP,SP,false,automotivo,21
14282bc70be9bdda515182fb1ce62af4,false,23,2,1.1234361968306923,1,boleto,MG,MG,false,moveis_decoracao,8
d13130a0433949ba242b2f0632fd49a2,false,24,1,0.11973856209150327,1,credit_card,SP,PR,true,cama_mesa_banho,11
38e2829123a2bd1cbe111564824d0abb,false,27,1,0.07029924073246985,4,credit_card,PR,SC,true,consoles_games,14
6b1fc7db81c9636bc79ef40baf9e8b29,false,19,1,0.057727272727272724,6,credit_card,SP,SP,false,esporte_lazer,4
b95cae4001dc3efdaa739478cf9c92e4,false,20,1,0.15203252032520326,1,boleto,SP,MG,true,moveis_decoracao,12
f13b9cfd03f5555ece664b0bec8d2bf8,false,28,1,0.24262841894596396,1,boleto,PE,SP,true,informatica_acessorios,10
d5691ee416fbe1f2d1b061319de61570,false,34,1,0.3381481481481482,1,debit_card,SP,RJ,true,beleza_saude,4
a6917b5d71e0e9bc434e9228db8daeb2,false,25,1,0.02699069024124198,1,voucher,SP,RJ,true,relogios_presentes,10
1a463c49e93ce429845e1d959122285d,false,30,1,0.8437185929648241,3,credit_card,RJ,MS,true,moveis_decoracao,18
c6ab8a5c6fbd3bf57e9ad8407d950cc6,false,16,1,0.08433402346445824,2,credit_card,SP,SP,false,esporte_lazer,1
07429f7601b56a66d1854c79a2f5c9e5,false,24,2,0.16144843453035912,5,credit_card,MG,GO,true,cama_mesa_banho,10
f481e2c2c039ab1665d048d7e2cf5e00,false,41,5,1.5078577336641854,3,credit_card,SP,PR,true,utilidades_domesticas,7
4f0695330f3816ef294bf1f4b18f4f2e,true,25,1,0.24697531859977415,1,credit_card,MA,CE,true,beleza_saude,40
958c2c6f97278761a6dc851ac6bc0f1e,false,21,1,0.21819999999999998,1,boleto,SP,DF,true,construcao_ferramentas_iluminacao,11
23656d2d2cc437bb9aa69984ee84d980,false,14,1,0.707916287534122,1,credit_card,SP,SP,false,brinquedos,2
e04d4af0a4a1090bf68ccfee2dd809ef,false,29,1,0.0888135593220339,1,credit_card,SP,RS,true,relogios_presentes,16
b63fff1ef8b6201df68bb611ee41129e,false,36,1,0.12816358024691357,1,boleto,SP,RS,true,moveis_escritorio,30
0a082979e13de340740a9883be061fcf,false,29,1,0.10376692171865802,2,credit_card,PR,RJ,true,informatica_acessorios,13
db97652cf517d2cd03db63dec489ca62,false,17,1,0.3909547738693468,1,voucher,SP,SP,false,informatica_acessorios,2
8cc7ecd8057b154fb9227536dba2ce24,false,16,1,0.11222222222222222,5,credit_card,MG,MG,false,pet_shop,7
84725ed03be12141b53a435b57fbd336,false,17,1,0.1994871794871795,1,boleto,SP,SP,false,alimentos_bebidas,7
3e4a8d7b151d4f81900cea441f80d544,false,20,1,0.11690265486725665,3,credit_card,SP,ES,true,cama_mesa_banho,13
eafa53108733896f6f18e2f8daca6f37,false,18,1,0.09649781113195746,3,credit_card,SP,SP,false,papelaria,14
b336214a092c49699b59cfefc4b19ff1,false,13,1,0.16180482686253936,1,credit_card,SP,SP,false,beleza_saude,10
bce1e6fae8db0875cde2048ee4220438,false,32,2,0.09362064410063706,8,credit_card,SP,MG,true,relogios_presentes,11
c1f9a3a835ab0d3d2975ab179f78ab75,false,27,1,0.1473972602739726,12,credit_card,SP,MG,true,utilidades_domesticas,9
6c241acf57ed5ad34e75d73e49f80f0e,false,33,1,0.9463087248322147,1,credit_card,SP,RJ,true,esporte_lazer,26
0c65b54ed2c147ffd0092eb2308ee63d,false,21,2,1.038025350233489,4,credit_card,MG,SP,true,bebidas,12
580e2b6c3cb7687af1cb01ebeed86265,false,5,1,0.032,8,credit_card,SP,SP,false,relogios_presentes,1
fba547ee0dbc8830f00e8d3cc83bf246,false,25,1,0.8732057416267943,1,credit_card,SP,PR,true,informatica_acessorios,5
08e92ad91f0ce4572b374d35637140ec,false,30,1,0.4494068387997209,1,credit_card,PR,SP,true,automotivo,21
e1b2b399fc8d82464976a550af8ee646,false,19,1,0.11066666666666666,1,credit_card,SP,SP,false,cool_stuff,15
8fd361858abba7604b18a32f16483a8d,false,36,1,0.7944320712694878,3,credit_card,SP,RN,true,informatica_acessorios,11
e3c131bbe953a1cdb1dbaf261715c368,false,19,1,0.45918904686677203,1,credit_card,SP,SP,false,telefonia,5
9cefab6270eb935eb96a97c56b8e7984,false,28,1,0.061181818181818184,2,credit_card,SP,RJ,true,beleza_saude,8
fc9cb1d496b03a40d603876228b48bff,false,19,1,0.49314285714285716,2,credit_card,SP,SP,false,cool_stuff,6
3f113daaf8b405bcc4349a2812061fa4,false,13,1,0.3995073891625615,1,voucher,SP,SP,false,fashion_bolsas_e_acessorios,5
fe650e72e3f39d6c3a0e3d87da7971cd,false,18,1,0.2721855713981698,1,credit_card,SP,MG,true,informatica_acessorios,17
bf5fcdf1603bb35d981edec95d3ac6c8,false,30,1,0.6114445778311325,4,credit_card,SP,RS,true,telefonia,9
23c0fb66f3afa483b302cc740b14f17b,false,28,2,0.16291844687544016,1,boleto,PR,SP,true,cama_mesa_banho,5
0e5d9583490deb1e011b1c8e7da13398,true,20,1,0.0939364645488183,4,credit_card,RJ,SP,true,bebes,48
984e03738ab50cbe683fc484c809d5ba,false,58,1,0.12947089947089946,1,debit_card,SP,BA,true,beleza_saude,19
c502981c13af31e66327c143bc885a2d,false,42,1,0.20535792709705752,1,boleto,SP,RJ,true,casa_construcao,16
2b4da54d791ba338407fa772e336b880,false,32,1,0.1824766355140187,3,credit_card,SP,BA,true,automotivo,28
e96a4c3bfb4afc0cb895a76f5ba0440b,false,17,1,0.13687719948138544,1,credit_card,SP,SP,false,beleza_saude,5
a394b2199baa9280c6febcaf0b35ffeb,false,30,1,0.20497601431010654,2,credit_card,MA,DF,true,beleza_saude,9
317f677073cd35ced91d8e59ce483b0e,false,22,1,0.14345323741007196,2,credit_card,MG,SP,true,esporte_lazer,7
fb9a9bc9654c16364f348fb2309b1214,true,17,1,0.3388669433471673,4,credit_card,MG,SP,true,utilidades_domesticas,18
cf50fec98e2167d836c09c0ed57ba841,false,12,1,0.7190146266358737,2,credit_card,SP,SP,false,cool_stuff,2
1d748fa1652f04b064b6cf65739b04dc,true,24,1,0.3291938997821351,1,boleto,SP,RJ,true,cama_mesa_banho,35
38289de96763d9d81470f67583f4b2f0,true,5,1,0.13673682639199883,1,boleto,MA,MA,false,beleza_saude,7
7fc809c604a87ada4f484b5c0d0f2abc,false,28,1,0.9694517683425766,2,credit_card,PR,SP,true,esporte_lazer,7
9f50c2639dfe5494951bc9d4d1a3ff87,false,33,1,1.0018518518518518,1,credit_card,MG,SC,true,esporte_lazer,24
af3fae91bafed6357991c4a3be0125d4,true,36,1,0.1844927536231884,2,credit_card,SP,CE,true,beleza_saude,50
3e64ee45a339ce09c4e27564b45ba09e,false,18,1,0.15163329820864066,1,boleto,MG,MG,false,malas_acessorios,8
0cde8327c49577c3c0fed91e084daef5,false,13,1,0.05231003039513678,6,credit_card,SP,SP,false,casa_conforto,11
4f586e2756d31db4f5d770d170dd51ae,false,28,1,0.29814471243042673,3,credit_card,SP,DF,true,ferramentas_jardim,10
d152d9b39cef5941978b389e5ffee780,false,16,2,0.4107837687604225,1,credit_card,SP,SP,false,brinquedos,4
dfc9bc36d5db98182f4b1dc41fe8e258,false,15,1,0.29398496240601507,1,voucher,SP,SP,false,cama_mesa_banho,4
f07b0af882cdeef616def36fd78fbb23,false,23,1,0.0684868695289704,10,credit_card,SP,RJ,true,relogios_presentes,8
176ab7788ed5343b09c9c5442f613614,false,35,1,0.2298380221653879,3,credit_card,SP,PE,true,automotivo,21
42a5f0ddbf1e377e7d31ef5957b62c0a,false,23,1,0.05138075313807531,8,credit_card,SP,SP,false,relogios_presentes,5
eb7ac481803eb5bc5b7cfe431a03d39a,false,12,1,0.26827586206896553,2,credit_card,SP,SP,false,relogios_presentes,2
ad87776df87aa84719c1be3456cbbf4d,false,30,1,0.28996353866820185,6,credit_card,SP,RS,true,utilidades_domesticas,10
2b9f86a52457f652ac6b282b5dde09b2,false,32,1,0.14224,2,credit_card,SP,SP,false,utilidades_domesticas,4
e99f27b73c1fb9070310e00d081d3c96,false,21,1,0.1926490811351419,5,credit_card,MG,MG,false,malas_acessorios,8
7c7b5f633170511dbd889d3c4b2794bc,false,26,1,0.12514555791492568,1,credit_card,SP,PR,true,cama_mesa_banho,10
c5931c69b3085bba2cdb9c348ec86719,false,23,1,1.4114114114114114,2,credit_card,DF,MG,true,informatica_acessorios,8
56b50d57e6b735968a48a170b8364893,false,29,1,0.08361276365603029,1,boleto,SP,PR,true,utilidades_domesticas,13
9170795672365189693d65667780f9ed,false,26,1,0.5282344531808434,1,credit_card,SP,SP,false,perfumaria,6
fc24b77521e400e8290a902026efcc85,false,22,2,0.2211872826626925,2,credit_card,PR,SP,true,utilidades_domesticas,6
08b74b3a8bd41e7de2ac99b200eec62d,true,19,1,0.5535816618911175,5,credit_card,SP,RJ,true,relogios_presentes,31
5b7c6dbea3e21dc6314451ed73907c0c,false,30,1,0.5150659133709982,1,boleto,SP,MG,true,eletronicos,9
1be187af7e77d6ee0671be02c229b679,false,43,1,0.3649056603773585,7,credit_card,SP,MG,true,cama_mesa_banho,15
c65d58d799052b1354bb0a7063b29621,false,45,1,0.28925,1,boleto,SP,PR,true,cama_mesa_banho,17
a8c3124b7f912401d702018ae0c02b05,false,36,1,0.10627084723148765,1,credit_card,SP,RS,true,relogios_presentes,30
9d107f7c71a717cfcccc479c9e300302,false,32,1,0.13086190917516216,6,credit_card,SP,SP,false,bebes,10
89e954a7919e964597b60e9f016df7fd,false,24,1,0.4626225490196078,1,credit_card,SP,PR,true,pet_shop,10
c8f50df8a3e4fc40685c137dd2253eac,false,31,1,0.10482142857142857,3,credit_card,PR,MG,true,bebes,12
a1f5afc5fe7a4ee4bef93aab1e95772f,false,23,1,0.08569058481957695,6,credit_card,SP,SP,false,automotivo,10
4550a99f6056026fc76c5030f0f45fe6,true,24,1,0.35052219321148825,1,credit_card,SP,RJ,true,beleza_saude,53
0be5691eb4c245d190a1e194494f754d,false,23,1,0.2229036295369211,1,credit_card,SC,SP,true,relogios_presentes,6
200331f78002771b79409a9cf7962dfa,false,27,1,0.19066666666666668,6,credit_card,SC,SC,false,eletrodomesticos_2,14
30eb73d30073a32e71dd71315e9660c9,false,33,1,0.5394783851375491,1,credit_card,SP,SC,true,telefonia,19
227d9fcfc9f51432d5ad2898364eafff,false,30,1,0.8166576527852893,1,credit_card,SP,RS,true,telefonia,18
c05959bbcc139450377c258a39f80602,true,30,1,0.17261150743382891,1,boleto,SP,RS,true,moveis_decoracao,43
e007ef2d77cc1e7082050959c1cdce54,false,28,1,0.14485981308411214,1,credit_card,SP,DF,true,esporte_lazer,20
b2f9c5f1cd2900a3d140068d35509ff5,false,20,1,0.104900544504945,7,credit_card,SP,SP,false,beleza_saude,2
6f6938612fdf53d7b863eec877c1fbfe,false,30,1,0.2853846153846154,3,credit_card,SP,MT,true,relogios_presentes,7
8f1cfc5cfd60e1141412987f215c8a01,false,18,1,0.09538298716761476,5,credit_card,SP,SP,false,moveis_decoracao,6
820152b6c457a82037e534fa94953a56,false,13,1,0.1559118236472946,5,credit_card,SP,SP,false,fashion_roupa_masculina,3
8fd68b02e8630a663b13e18acec60712,false,13,1,0.18610763454317894,1,boleto,SP,SP,false,cama_mesa_banho,12
5860cc6e7b232e3c597af193d7760d1a,false,49,1,0.06845415945903445,1,boleto,SP,DF,true,eletroportateis,10
04211073930bd30b88b8170431a071ed,false,22,1,0.798941798941799,1,boleto,SP,SC,true,esporte_lazer,10
b94f8c4cf21758ae29b895f3edc412d6,false,28,1,0.7438423645320197,1,boleto,SP,MG,true,fashion_bolsas_e_acessorios,16
ac1a1d01dcd4350d31887f6eab3f63d5,false,8,1,0.2860750360750361,1,debit_card,SP,SP,false,portateis_casa_forno_e_cafe,7
3dfed5df223cdf779934a6ee871638b8,false,29,1,0.341078431372549,1,boleto,PR,MG,true,eletrodomesticos_2,8
c1f9d94c449d29a907aaf5963c2fc4f1,false,28,1,0.5101275318829707,2,voucher,SP,PA,true,livros_interesse_geral,13
e75a94d6e8bdba1aa2a9946c3837a636,false,20,1,1.9749999999999999,1,voucher,SP,MG,true,beleza_saude,7
8ae61eab795bd8831fe171750551feb1,false,20,1,0.6114445778311325,1,debit_card,SP,MG,true,telefonia,3
a70e2a7c5779986b66893322855c4932,false,7,2,0.14150768660863122,1,boleto,SP,SP,false,automotivo,5
4d0a364f71f715f93b8b96eaa4c2dcb6,false,28,1,0.1518353726362625,1,credit_card,SP,SP,false,moveis_decoracao,10
f72289715f4416fb6e9a289031977b6d,false,25,1,0.08224606580829757,10,credit_card,SP,RJ,true,eletrodomesticos,14
ffe2b9e50ccbd9695f42c906f6d9010c,false,25,1,0.08269261788268187,3,credit_card,PR,SP,true,perfumaria,7
c5dc3239938cdd5fbaa0dae29b966d2c,false,37,1,0.48474945533769065,1,boleto,SP,MT,true,consoles_games,10
f11b36b3bc7bacf06deef862ed611f02,false,15,1,0.13521383075523202,1,boleto,SP,SP,false,cama_mesa_banho,7
4ade81c98608cbcec03c4c345efaed72,false,23,1,0.15325842696629213,1,boleto,SP,SP,false,papelaria,11
f51e3c7f79d1e2c076acbb6af1588b95,false,19,1,0.10355932203389831,1,credit_card,SP,SP,false,,7
18b18d43870f6e620f6852fd33b12117,false,36,1,0.857190635451505,1,boleto,MG,RS,true,construcao_ferramentas_ferramentas,16
507ade1b30ebcd50657684efabcd135f,false,22,1,0.3429824561403509,1,credit_card,SP,SP,false,utilidades_domesticas,4
e11dead0c183b7b8da09f6b3039ea730,false,29,1,0.12006369426751594,3,credit_card,SP,MG,true,ferramentas_jardim,5
db7374d1f9c8965e0fbbc1fd1cc916fe,false,31,2,0.20191489361702128,1,boleto,SP,SP,false,relogios_presentes,7
4456598910b67f78e196b09a39a53c50,false,27,1,0.5409638554216868,1,credit_card,PR,SP,true,climatizacao,11
7d265b674601988f57e127c10abba93a,false,21,1,0.05296991514528157,8,credit_card,SP,MG,true,relogios_presentes,10
5825f62edda362144cd0c349124fa927,true,20,1,0.021809783449802975,6,credit_card,SP,SP,false,telefonia,25
784b0448b2075a95afcf2a55310b7238,true,8,1,0.4605555555555555,1,boleto,SP,SP,false,esporte_lazer,16
5db62a99be52172b589440403f644aa9,false,20,1,0.45216722236470885,5,credit_card,PR,DF,true,esporte_lazer,10
0bb96548fdaf9fb98f6a72c4936a54d1,false,24,3,0.32284569138276553,1,boleto,SP,SC,true,moveis_decoracao,19
ee6a6563831f675482a3a816f1bef6e3,false,20,1,0.10060482663632553,3,credit_card,SP,SP,false,cool_stuff,11
7e5755dcda787dcc7269f1698d6372b7,false,22,1,0.21015126890861358,3,credit_card,SP,RJ,true,informatica_acessorios,8
7a14d9bbf5aed76152f4739c23cd7970,false,11,1,0.042462686567164176,10,credit_card,SP,SP,false,sinalizacao_e_seguranca,8
96304a015b3d99852d4e0e709a0adacb,true,20,1,0.02653982289240648,9,credit_card,PR,SC,true,cool_stuff,20
680c9251875caf7afd565340a52e89f7,false,31,1,0.07451146983857264,4,credit_card,RJ,RJ,false,perfumaria,7
e911951b98ae5dba91085dd2bfc69ccb,false,14,1,0.06164109406270847,1,boleto,SP,SP,false,perfumaria,3
28102fcf855de00539e3b6ab0920648b,false,32,1,0.7147684605757196,5,credit_card,SP,MA,true,cama_mesa_banho,18
3d44f7b0d44056fcb488f7d2fd22e820,false,32,1,0.18288288288288287,3,credit_card,RJ,MS,true,beleza_saude,13
ca4ced509eae117b7d3823b4ce2467dd,false,19,1,1.403387220939184,1,boleto,SP,MG,true,moveis_decoracao,11
41b5ca83bef6301acf0208d83596fade,false,31,1,0.45343409646588123,1,credit_card,SP,PA,true,informatica_acessorios,25
ccc8c385093e913c7bab11ff2a5d6cb3,false,46,1,0.4634587898999524,4,credit_card,PR,SP,true,esporte_lazer,10
43e377b8eb0c36efdec49438986066b3,false,10,1,0.018673894912427023,10,credit_card,SP,SP,false,eletroportateis,5
ab4354630db26a599455989a1091e50f,false,21,1,0.016503422854133754,10,credit_card,SP,SP,false,construcao_ferramentas_ferramentas,4
49fa096844c2241fc5db183cc11bd550,false,11,1,0.32430179241350565,1,credit_card,SP,SP,false,beleza_saude,7
4c7061e57405537a32f8c9dd0a194d68,false,30,5,0.08245524296675193,4,credit_card,PR,SP,true,informatica_acessorios,6
727a51d784105f91883012d7a797fcc0,false,41,1,0.09561007101355713,2,credit_card,PR,SP,true,consoles_games,14
6fa2b34b44af3aa81c0b080d0c133338,false,24,1,0.11844549221317331,1,credit_card,SP,SP,false,cool_stuff,3
a30cba7093267abeb0f8489d5c16c7af,false,21,3,0.7269076305220885,1,credit_card,SP,RJ,true,esporte_lazer,6
248ecd132184e324749f7a4d42724ef0,false,12,1,0.1768345323741007,1,debit_card,SP,SP,false,cama_mesa_banho,7
f525c0ecd4bf2ca6f355b416fdea988d,false,17,1,0.27296377826696017,1,boleto,MG,MG,false,moveis_decoracao,4
b64f09a4cf903c5767f9f537158c24ee,true,28,1,0.17090787865318371,3,credit_card,SP,PR,true,esporte_lazer,52
f85a3babb8f57542a4493f9c45523501,false,27,1,0.26816091954022986,1,debit_card,MG,PE,true,informatica_acessorios,7
63f5cc3a2a31c01c270d24d397a54274,false,23,1,0.01423753820212878,8,credit_card,SP,SP,false,relogios_presentes,7
d67009600392acea26eda59caab5425e,false,11,1,0.35734293717487,1,voucher,SP,SP,false,ferramentas_jardim,3
3a49b6bd30aef5e2c1097738adee416f,false,32,1,0.1252542372881356,1,credit_card,SP,SP,false,eletronicos,3
0724f5287d69b7a3fbcf9ab02054ca4a,false,51,1,0.6044444444444445,3,credit_card,MG,AM,true,pet_shop,34
f68d2c7cf192e85e39bd08dc995dca5c,false,25,1,0.11899497487437186,7,credit_card,SP,RS,true,beleza_saude,12
d839ea07a528e914f89702508023da37,false,23,4,0.2435461276766059,1,credit_card,MG,RJ,true,casa_conforto,6
b73f09200030e4970b9840b72a630e45,false,37,1,0.7008733624454149,1,credit_card,SP,RS,true,moveis_decoracao,14
cdf2839409d0f62e2b2e61b62b72dc16,false,22,1,0.21530303030303033,1,boleto,PR,SP,true,perfumaria,12
1e2335cf4dd533488459494190011751,false,30,1,0.24649681528662418,1,boleto,SP,RS,true,esporte_lazer,10
ca414766885ef23fbb64dcfffe684699,false,31,1,0.10141379310344828,5,credit_card,SP,MT,true,bebes,11
966c914d71ae9d1b59d440bcfc72d5cc,false,7,1,0.053899926416482696,4,credit_card,SP,SP,false,beleza_saude,5
ee4558aeeba185bcd979ed46022947ff,false,27,1,0.4408602150537634,1,credit_card,SP,PE,true,papelaria,9
33cf8e9da9865079f64965b83061baae,false,27,1,0.1864228456913828,2,credit_card,SP,SP,false,eletrodomesticos,4
5a6a63148f6ab52879bb7c2d7117e366,false,28,1,0.12868217054263567,1,boleto,SP,ES,true,papelaria,7
823e4c9d908f5ec1cad58e1e3e7d716d,true,9,1,0.6731578947368421,3,credit_card,SP,SP,false,utilidades_domesticas,9
9771eaad8e60f7b28d57d554cc2bc62c,false,21,1,0.4401606425702812,1,voucher,SP,SP,false,moveis_decoracao,7
17a3d477ebcd2f70cf12135d4e07fb17,false,19,1,0.08428167459824816,1,boleto,SP,SP,false,cool_stuff,10
573aed3067e4c429716880094b71a80b,false,30,1,0.1646273637374861,8,credit_card,SP,RJ,true,cama_mesa_banho,13
a376666be364f3f82e0ca187cd014a86,false,24,1,0.14112594858521088,1,boleto,SP,SC,true,construcao_ferramentas_iluminacao,10
ace58598846c21f25ac62b735a436731,false,25,1,0.059402985074626866,2,credit_card,RJ,RJ,false,pet_shop,7
00c47fefb9a49baec12ab3654d7f548e,false,56,1,0.3401507537688442,4,credit_card,SC,AP,true,automotivo,41
17e604bb550e265b46ebefe61430751b,false,15,1,0.854946524064171,1,boleto,SP,SP,false,eletrodomesticos,6
053180cf4b0cf3f7a300e2e42ff01da9,false,24,2,0.2276271186440678,2,credit_card,SP,SP,false,ferramentas_jardim,16
9400f275e481cffa6ae413327d5ae05d,false,31,1,0.15155963302752293,6,credit_card,SP,GO,true,perfumaria,24
0ac83eb5438f811c9d825c0a059a0f28,true,29,1,0.10533333333333333,1,boleto,SP,RS,true,beleza_saude,29
f08cc56e54ab93c2caf71e5a46892314,false,28,1,0.10687150837988826,2,credit_card,SP,MG,true,esporte_lazer,12
dfda6b8e30bc9ac258d2835f931c28f0,false,23,3,0.40298507462686567,1,credit_card,SP,SP,false,esporte_lazer,10
2f9d5a38c98570700418e8e091e56f16,false,23,1,0.20387182910547394,2,credit_card,MG,SP,true,cama_mesa_banho,16
2e266d1d2bf4cdf6d74ee51b92bab016,false,29,1,0.1599733155436958,1,boleto,PE,BA,true,informatica_acessorios,9
bafef85881303806cc2d726bda04dfd7,false,9,1,0.1306884480746791,1,boleto,RJ,RJ,false,pet_shop,5
760312f5735ee281f01e56d5ddee05e3,false,36,2,0.3411121482864382,8,credit_card,SP,BA,true,cama_mesa_banho,9
3e27135b0c650634ca397ea4c2943e1e,false,13,1,0.044974988631196,6,credit_card,SP,SP,false,utilidades_domesticas,10
8dca52c1ec5a814dc9ebd26524ae8b3e,false,27,1,0.13979984603541185,1,boleto,MG,RJ,true,malas_acessorios,9
db9458d0bbfff27cf6ff5b9342087fd0,false,26,2,0.28146911519198664,2,credit_card,PR,RJ,true,esporte_lazer,10
1237d70df58d4f9a8bd929b9943f9b8a,true,28,1,0.30448275862068963,1,boleto,SP,RJ,true,utilidades_domesticas,57
d209d8b7e741f8ce447b0173e579e3a4,false,19,1,0.20834724540901503,2,credit_card,RJ,RJ,false,beleza_saude,5
88bf5b4aa46a6a1db2d81f68b8983a42,true,35,1,0.6704678362573099,5,credit_card,SP,RS,true,utilidades_domesticas,43
0daf1f0e67b534ad873ba61c5d6ad7d3,false,20,1,0.1348148148148148,5,credit_card,SP,RJ,true,cama_mesa_banho,14
d37d89dd6d36e423ff7296dc9482c53e,true,27,4,0.3597959183673469,5,credit_card,DF,ES,true,cool_stuff,28
